Time,GPS_X1,GPS_Y1,GPS_X2,GPS_Y2,GPS_MIDX,GPS_MIDY,GPS_MID_Theta,DR_X,DR_Y,DR_Theta,DR_X_r,DR_Y_r,DR_Theta_r,Kalman_X,Kalman_Y,Kalman_Theta,Painting
1742504660.58591,6.223783962175133,-27.368731863693373,-6.297876634972255,27.12734746839715,-0.0370463363985607,-0.12069219764811123,1.7966479406017164,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,-0.07663458929334621,-0.11092152434319834,1.7977453267371308,0
1742504660.686018,6.0755986955499,-27.39713003140671,-6.279353506257479,27.084750216827143,-0.10187740535378964,-0.15618990728978588,1.7937965203430901,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,-0.09127027047672391,-0.1371679470444882,1.7953048301706214,0
1742504660.78624,6.149691289378012,-27.311935528266694,-6.3349229713708155,27.141546552253825,-0.09261584099640174,-0.08519448800643303,1.7961724051395442,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,-0.0920504267433092,-0.1070339487354582,1.7958410209892044,0
1742504660.8864732,6.205260833460358,-27.269338291830266,-6.297876634972255,27.113148384540484,-0.046307900755948594,-0.07809495364489294,1.7967802820538905,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,-0.06276325491877356,-0.0885054284285349,1.7964790470230747,0
1742504660.9867113,6.223783962175133,-27.311935528266694,-6.279353506257479,27.226741040260254,-0.0277847720411728,-0.04259724400321829,1.7961548208114948,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,-0.04492889072669423,-0.06509837320251935,1.7963035972214931,0
1742504661.0869102,6.260830298573694,-27.297736444410024,-6.3349229713708155,27.326134627256945,-0.0370463363985607,0.01419909142346043,1.7974256052348891,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,-0.04045889447988325,-0.020130796132398966,1.7969840669107755,0
1742504661.1870193,6.242307169858918,-27.382930947550044,-6.4645851882502825,27.382930962683627,-0.11113900919568209,7.566793414071071e-09,1.7987844056139457,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,-0.08559574591459232,-0.007275113887324268,1.7982048616725057,0
1742504661.2871268,6.3534461790546,-27.553319953830076,-6.205260833460358,27.184143788690246,0.0740926727971214,-0.18458808256991688,1.7963283308067788,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,0.008609228396582597,-0.11187733735812702,1.7970290278195364,0
1742504661.387262,6.31639984265604,-27.482324519413147,-6.205260833460358,27.212541956403587,0.055569504597841046,-0.13489128150477825,1.795854575897846,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,0.03197054465959519,-0.1233260781058405,1.7964068433838476,0
1742504661.4874003,6.31639984265604,-27.496523603269818,-6.3349229713708155,27.297736459543604,-0.009261564357387897,-0.09939357186310716,1.7977076881328493,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,0.00868518303539488,-0.10981046913696771,1.797193472642839,0
1742504661.587595,6.260830298573694,-27.482324519413147,-6.260830377542703,27.240940139250508,-3.948450455482089e-08,-0.12069219008131782,1.7957416848905896,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,0.0036727650651763076,-0.11609053087210398,1.796299055849352,0
1742504661.687732,6.3349229713708155,-27.41132911526338,-6.205260833460358,27.12734746839715,0.06483106895522894,-0.1419908234331153,1.7968000749293072,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,0.03910317262264205,-0.13109516414224748,1.796608559700509,0
1742504661.787845,6.279353506257479,-27.496523603269818,-6.4645851882502825,27.16994471996716,-0.09261584099640174,-0.16328944165132953,1.7998275215237454,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,-0.03725596858022862,-0.14975858497039266,1.7985978534860618,0
1742504661.888256,6.371969307769376,-27.539120854839826,-6.390492515453161,27.212541956403587,-0.009261603841892452,-0.1632894492181194,1.7998043511509707,0.0,0.0,0.0,0.0,0.0,0.4555199419783677,-0.021025363665587455,-0.15760352497211202,1.7993435027209295,0
