Time,GPS_X1,GPS_Y1,GPS_X2,GPS_Y2,Encoder_X,Encoder_Y,Kalman_X,Kalman_Y,Rot_x,Rot_yTheta,gps_middle_x,gps_middle_y,gps_angle
1740342103.5605345,9.939413961572193,-29.637066670809276,10.03881090783962,-4.741930664170724,0.0,0.0,9.926035433845652,-29.63599222344735,0.0,0.0,0.0,0,0,0
1740342103.660663,9.939413961572193,-31.489383332799292,10.592578412463318,-4.723407535455948,0.0,0.0,9.936401809780653,-31.072095611416984,0.0,0.0,0.0,0,0,0
1740342103.7607915,9.939413961572193,-31.489383332799292,10.067209243738324,-4.55669898217792,0.0,0.0,9.93919576973011,-31.459156178622646,0.0,0.0,0.0,0,0,0
1740342103.8609638,9.939413961572193,-31.489383332799292,10.237599243996872,-4.927162346163527,0.0,0.0,9.939363744062232,-31.4824264621782,0.0,0.0,0.0,0,0,0
1740342103.9610603,9.939413961572193,-33.34170007375832,10.166603404250113,-4.667837991373602,0.0,0.0,9.939402642434265,-32.92261568522665,0.0,0.0,0.0,0,0,0
1740342104.061198,9.939413961572193,-33.34170007375832,10.166603404250113,-4.667837991373602,0.0,0.0,9.939402642434265,-32.92261568522665,0.0,0.0,0.0,0,0,0
1740342104.1613305,9.939413961572193,-33.34170007375832,10.549980908615263,-4.575222189861705,0.0,0.0,9.939411412942619,-33.247338570857366,0.0,0.0,0.0,0,0,0
1740342104.2614603,11.359330239634838,-33.34170007375832,10.564180091698287,-5.1309171568711065,0.0,0.0,11.03963710717519,-33.320454687135566,0.0,0.0,0.0,0,0,0
1740342104.3616233,9.939413961572193,-35.194016735748335,10.294395915794277,-5.205009829668228,0.0,0.0,10.187127288021259,-34.77218750117407,0.0,0.0,0.0,0,0,0
1740342104.461823,11.359330239634838,-35.194016735748335,9.85422172449805,-5.297625631180125,0.0,0.0,11.095410821951164,-35.09904263096764,0.0,0.0,0.0,0,0,0
1740342104.5619278,11.359330239634838,-35.194016735748335,9.399848410653487,-5.816274340759975,0.0,0.0,11.299909250767646,-35.17263348448029,0.0,0.0,0.0,0,0,0
1740342104.66203,11.359330239634838,-37.04633339773835,9.91101841142913,-6.223783962175133,0.0,0.0,11.345951709371024,-36.624473185165066,0.0,0.0,0.0,0,0,0
1740342104.762129,11.359330239634838,-37.04633339773835,9.797425067834316,-6.131168160663236,0.0,0.0,11.356318087272033,-36.95135231902351,0.0,0.0,0.0,0,0,0
1740342104.862259,11.359330239634838,-37.04633339773835,9.584437578861387,-6.057075487866115,0.0,0.0,11.358652058872241,-37.02494857630948,0.0,0.0,0.0,0,0,0
1740342104.9623897,11.359330239634838,-38.89865005972837,9.300454235008026,-6.612770533844525,0.0,0.0,11.359177548438856,-38.476789493644226,0.0,0.0,0.0,0,0,0
1740342105.0625172,11.359330239634838,-38.89865005972837,9.64123423552512,-6.59424732616074,0.0,0.0,11.359295861482853,-38.80366890142128,0.0,0.0,0.0,0,0,0
1740342105.1626465,11.359330239634838,-38.89865005972837,9.783225899884965,-6.186737625776573,0.0,0.0,11.359322499454887,-38.87726522037944,0.0,0.0,0.0,0,0,0
1740342105.2627747,11.359330239634838,-38.89865005972837,9.769026747069285,-6.31639984265604,0.0,0.0,11.359328496947048,-38.89383530107381,0.0,0.0,0.0,0,0,0
1740342105.362959,12.779246532831152,-38.89865005972837,9.584437578861387,-7.131419164455366,0.0,0.0,12.45955450519922,-38.89756602535601,0.0,0.0,0.0,0,0,0
1740342105.4630604,12.779246532831152,-40.750966721718385,9.84002257168237,-7.2981276387643845,0.0,0.0,12.707268439766239,-40.33367684183768,0.0,0.0,0.0,0,0,0
1740342105.563163,12.779246532831152,-40.750966721718385,9.428246731418518,-7.59449832995287,0.0,0.0,12.763040792826818,-40.65701464530414,0.0,0.0,0.0,0,0,0
1740342105.6632946,12.779246532831152,-42.6032833837084,9.754827563986261,-7.186988629568702,0.0,0.0,12.775597839209174,-42.165084428858385,0.0,0.0,0.0,0,0,0
1740342105.763635,12.779246532831152,-40.750966721718385,9.896819228346105,-7.094372828056805,-0.179230734375,0.0,12.599194301557922,-41.06935281562015,-0.179230734375,0.0,-0.005053125,0,0,0
1740342105.8638663,14.1991628108938,-42.6032833837084,9.485043403215924,-7.149942293170142,-1.9325488353623856,0.009534856992030083,12.719611390992018,-42.25159047176657,-1.9325488353623856,0.009534856992030083,-0.005293750000000001,0,0,0
1740342105.9639592,14.1991628108938,-42.6032833837084,9.85422172449805,-7.261081302365824,-3.794962650547923,0.019615367612094422,12.7342354905241,-42.51788751334891,-3.794962650547923,0.019615367612094422,-0.0050531249999999995,0,0,0
1740342106.0640986,14.1991628108938,-42.6032833837084,9.882620075530426,-7.520405657155749,-5.610623610022719,0.029007722344775333,12.760129588541341,-42.57823412856355,-5.610623610022719,0.029007722344775333,-0.005293749999999998,0,0,0
1740342106.1641996,14.1991628108938,-44.45560004569842,9.669632571423824,-7.964961693938477,-7.465248365717529,0.03837570257353513,13.727463159619024,-44.31780844402044,-7.465248365717529,0.03837570257353513,-0.0038500000000000006,0,0,0
1740342106.2642977,14.1991628108938,-44.45560004569842,9.91101841142913,-7.9093921498561315,-9.28871435496726,0.04495355347661114,13.670923522411812,-44.42237298114001,-9.28871435496726,0.04495355347661114,-0.0019250000000000048,0,0,0
1740342106.3651547,14.1991628108938,-44.45560004569842,9.556039227829011,-8.613272462459776,-11.088812443413257,0.047331184417207135,13.674350411133002,-44.447574668503194,-11.088812443413257,0.047331184417207135,0.00024062499999999746,0,0,0
1740342106.4652863,14.1991628108938,-44.45560004569842,9.556039227829011,-8.613272462459776,-11.992758729743835,0.04711367233786083,12.770404124802424,-44.44779218058254,-11.992758729743835,0.04711367233786083,0.0021656249999999952,0,0,0
1740342106.565419,15.619079088956445,-44.45560004569842,9.72642924322123,-8.909643153648261,-13.777263945787558,0.0415540001078339,13.8935741996026,-44.45788486020486,-13.777263945787558,0.0415540001078339,0.006256249999999993,0,0,0
1740342106.6655369,15.619079088956445,-46.307916707688435,9.62703508270944,-8.946689490046822,-15.56952026845414,0.028203391691487334,14.138737380160766,-45.90035272116561,-15.56952026845414,0.028203391691487334,0.010106249999999992,0,0,0
1740342106.765737,15.619079088956445,-46.307916707688435,9.541840075013331,-7.983484822653253,-17.385098558159324,0.008537689005364599,14.170593044205384,-46.228741544790125,-17.385098558159324,0.008537689005364599,0.014196874999999992,0,0,0
1740342106.8659055,15.619079088956445,-46.307916707688435,9.783225899884965,-7.724160467863328,-19.130449593454763,-0.01786275858730761,14.24795780436646,-46.30654750398376,-19.130449593454763,-0.01786275858730761,0.02045312499999999,0,0,0
1740342106.9660113,15.619079088956445,-48.16023336967845,9.059068410136392,-8.594749333745,-19.33301587250987,-0.022006449840287316,15.264766124717221,-47.74381222900806,-19.33301587250987,-0.022006449840287316,0.022859374999999987,0,0,0
1740342107.0661135,17.03899536701909,-48.16023336967845,9.13006423474948,-8.131670168247496,-19.33301587250987,-0.022006449840287316,16.639530799606195,-48.06647688835495,-19.33301587250987,-0.022006449840287316,0.022859374999999987,0,0,0
1740342107.1662202,15.619079088956445,-48.16023336967845,9.81162425091734,-7.779730011945674,-19.33301587250987,-0.022006449840287316,15.848831981893877,-48.13912426418046,-19.33301587250987,-0.022006449840287316,0.022859374999999987,0,0,0
1740342107.266359,17.03899536701909,-48.16023336967845,9.967815068092863,-7.575975201238094,-19.465457618031266,-0.024963240493936344,16.729138903901404,-48.15636724089597,-19.465457618031266,-0.024963240493936344,-0.005775000000000013,0,0,0
1740342107.3665864,17.03899536701909,-48.16023336967845,9.712230060138205,-7.575975201238094,-19.41870716672968,-0.025460086681936896,16.98579198156086,-48.15968541346341,-19.41870716672968,-0.025460086681936896,-0.06352500000000003,0,0,0
1740342107.4668143,17.03899536701909,-48.16023336967845,10.351192572458013,-7.798253140660449,-19.410947768291138,-0.026179102524872853,17.03477611757502,-48.16082901415134,-19.410947768291138,-0.026179102524872853,-0.12151562500000003,0,0,0
1740342107.5669222,17.03899536701909,-50.01255003166847,10.010412571940918,-7.650067795066207,-19.380101078024524,-0.030642968160378987,17.062898484259595,-49.59937026998839,-19.380101078024524,-0.030642968160378987,-0.17974687500000003,0,0,0
1740342107.6671176,17.03899536701909,-50.01255003166847,10.02461173989027,-7.650067795066207,-19.34951799012242,-0.036649871363461935,17.06307847781737,-49.92337124001153,-19.34951799012242,-0.036649871363461935,-0.23653437500000002,0,0,0
1740342107.767255,17.03899536701909,-50.01255003166847,9.485043403215924,-7.816776348344234,-19.296713841528238,-0.050311545736783744,17.079611740403482,-50.00188841723787,-19.296713841528238,-0.050311545736783744,-0.29500624999999997,0,0,0
1740342107.8673882,17.03899536701909,-50.01255003166847,9.414047563469166,-7.872345813457571,-19.311484022026704,-0.04533733628357953,17.037185476079962,-50.01017737599285,-19.311484022026704,-0.04533733628357953,-0.35371874999999997,0,0,0
1740342107.9675245,17.03899536701909,-51.864866693658485,9.882620075530426,-7.520405657155749,-19.36241253331303,-0.025812573532410548,17.02685746482355,-51.433510675242296,-19.36241253331303,-0.025812573532410548,-0.41122812499999994,0,0,0
1740342108.067661,17.03899536701909,-51.864866693658485,9.698030907322527,-8.205762841044617,-19.398034486620666,-0.010032677085270865,17.028230189847076,-51.76408126847742,-19.398034486620666,-0.010032677085270865,-0.46825624999999993,0,0,0
1740342108.1677954,18.458911645081738,-51.864866693658485,9.72642924322123,-7.742683675547113,-19.273406917149238,-0.07437715073565607,18.164839112430162,-51.85666160884102,-19.273406917149238,-0.07437715073565607,-0.5005,0,0,0
1740342108.2678978,18.458911645081738,-51.864866693658485,9.201060074496237,-7.9093921498561315,-19.273406917149238,-0.07437715073565607,18.392701543936216,-51.86301932800766,-19.273406917149238,-0.07437715073565607,-0.5005,0,0,0
1740342108.3680165,18.458911645081738,-51.864866693658485,10.407989244255418,-7.483359320757188,-19.273406917149238,-0.07437715073565607,18.44400455603818,-51.864450762497285,-19.273406917149238,-0.07437715073565607,-0.5005,0,0,0
1740342108.4681191,18.458911645081738,-51.864866693658485,9.698030907322527,-7.520405657155749,-19.273406917149238,-0.07437715073565607,18.455555340395488,-51.864773047494474,-19.273406917149238,-0.07437715073565607,-0.5005,0,0,0
1740342108.5682273,18.458911645081738,-51.864866693658485,9.698030907322527,-7.520405657155749,-19.273406917149238,-0.07437715073565607,18.455555340395488,-51.864773047494474,-19.273406917149238,-0.07437715073565607,-0.5005,0,0,0
1740342108.668331,18.458911645081738,-51.864866693658485,9.272055899109322,-7.483359320757188,-19.095556640715415,-0.1714304227041588,18.51946082595058,-51.898154138357306,-19.095556640715415,-0.1714304227041588,-0.4692187499999999,0,0,0
1740342108.7685504,18.458911645081738,-53.7171833556485,9.115865066800128,-7.650067795066207,-19.067460823274164,-0.1849241119028338,18.495254453059665,-53.318395457710054,-19.067460823274164,-0.1849241119028338,-0.4105062499999999,0,0,0
1740342108.8687766,18.458911645081738,-53.7171833556485,10.010412571940918,-6.890618017349226,-19.031646524139276,-0.2002622298045241,18.480762518843704,-53.63309643498318,-19.031646524139276,-0.2002622298045241,-0.3510718749999999,0,0,0
1740342108.9689603,18.458911645081738,-53.7171833556485,9.158462570648181,-7.372220311561506,-19.017011872890347,-0.2056220781665369,18.467126296332847,-53.69945809493759,-19.017011872890347,-0.2056220781665369,-0.29139687499999994,0,0,0
1740342109.0694182,18.458911645081738,-53.7171833556485,9.527640891930307,-7.242558173651048,-19.009547742710215,-0.20786082973034517,18.462441694915515,-53.71369659557851,-19.009547742710215,-0.20786082973034517,-0.23244374999999992,0,0,0
1740342109.1695647,18.458911645081738,-53.7171833556485,8.86028005884547,-7.557451993554309,-19.00959754276557,-0.20808601825401973,18.453780875630017,-53.715232582788595,-19.00959754276557,-0.20808601825401973,-0.17373124999999992,0,0,0
1740342109.2697265,18.458911645081738,-55.56950001763852,9.24365756321062,-7.538928864839534,-19.040335384212316,-0.20292564035981958,18.444860361375586,-55.149985849712444,-19.040335384212316,-0.20292564035981958,-0.11453749999999993,0,0,0
1740342109.3699536,19.878827938278054,-55.56950001763852,9.72642924322123,-7.446312984358627,-18.986075899227654,-0.2084769909520024,19.586237854440764,-55.47783816745881,-18.986075899227654,-0.2084769909520024,-0.05510312499999993,0,0,0
1740342109.4701214,19.878827938278054,-55.56950001763852,9.62703508270944,-7.335173975162945,-18.98608537983509,-0.2087149311127594,19.80691334242843,-55.548767902678485,-18.98608537983509,-0.2087149311127594,0.005053125000000061,0,0,0
1740342109.5703163,18.458911645081738,-55.56950001763852,9.513441739114628,-7.83529947705901,-19.13406274245833,-0.2136661579026149,18.614434474008444,-55.5697834455124,-19.13406274245833,-0.2136661579026149,0.05534375000000005,0,0,0
1740342109.670521,19.878827938278054,-55.56950001763852,9.64123423552512,-7.261081302365824,-19.157404870993886,-0.21495931938641738,19.785547977455018,-56.031385577057925,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
1740342109.7707438,19.878827938278054,-55.56950001763852,9.783225899884965,-7.853822684742795,-19.157404870993886,-0.21495931938641738,19.85735927420223,-55.67580437099755,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
1740342109.870971,19.878827938278054,-57.421816679628535,9.882620075530426,-7.409266647960067,-19.157404870993886,-0.21495931938641738,19.873988853863167,-57.02826163954516,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
1740342109.971078,19.878827938278054,-57.421816679628535,9.442445914501542,-7.11289603574059,-19.157404870993886,-0.21495931938641738,19.877738364696818,-57.33320339296657,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
1740342110.0712035,19.878827938278054,-57.421816679628535,9.527640891930307,-7.613021537636655,-19.157404870993886,-0.21495931938641738,19.878582622007375,-57.40186549744969,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
1740342110.1713502,19.878827938278054,-57.421816679628535,9.201060074496237,-7.335173975162945,-19.157404870993886,-0.21495931938641738,19.87877270574665,-57.41732470568319,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
1740342110.271512,19.878827938278054,-57.421816679628535,8.66149172268822,-7.650067795066207,-19.157404870993886,-0.21495931938641738,19.878815502771467,-57.420805319653475,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
1740342110.3717086,19.878827938278054,-57.421816679628535,8.803483402181737,-7.650067795066207,-19.157404870993886,-0.21495931938641738,19.878825138445798,-57.42158897372366,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
1740342110.4719026,19.878827938278054,-57.421816679628535,8.54789839422708,-7.0573264916582445,-19.157404870993886,-0.21495931938641738,19.878827307900785,-57.421765412047876,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
1740342110.572003,19.878827938278054,-59.27413334161855,8.902877562693526,-7.816776348344234,-19.157404870993886,-0.21495931938641738,19.87882779634973,-58.857075987349035,-19.157404870993886,-0.21495931938641738,0.059915625000000056,0,0,0
