Time,GPS_X,GPS_Y,Encoder_X,Encoder_Y,Theta
1738694418.2045622,0.07099579505328078,-9.854324613358045,104.04432726217007,44.16916910585904,1.6097812500000002
1738694418.304806,0.26978404844306564,-10.261834313742213,103.9334699915837,47.011321779172214,1.6201281250000001
1738694418.4050245,0.15619076727761683,-10.428542788051232,103.79474885756149,49.8210426692086,1.63191875
1738694418.5051575,0.4543731397954611,-10.965714626345857,103.4218375029118,55.47394326652633,1.651890625
1738694418.605393,0.3975765067795697,-10.63229759875881,103.4218375029118,55.47394326652633,1.651890625
1738694418.7056253,0.5395681120197972,-10.63229759875881,103.18575138092109,58.378812991611866,1.665365625
1738694418.8057132,0.12779244320283814,-11.1138999719401,102.91422399030033,61.241448727585045,1.67475
1738694418.9059412,0.9655429277404796,-10.780482944353054,102.61907936454385,64.07040804202387,1.6788406249999999
1738694419.006068,0.7667546894843607,-10.965714626345857,101.93938999530657,70.13403327648732,1.68581875
1738694419.1062002,0.7667546894843607,-10.965714626345857,101.59327527318104,73.12985774621527,1.692796875
1738694419.2064173,0.6389622311478567,-10.669343935157372,101.59327527318104,73.12985774621527,1.692796875
1738694419.3065746,0.6531614083189119,-11.021284170428203,100.83594251701189,79.72561121204077,1.675471875
1738694419.406805,0.46857231696651636,-11.169469437053436,100.52898529156316,82.64735658458817,1.67619375
1738694419.5070138,0.6815597172600246,-11.447316999527146,100.52898529156316,82.64735658458817,1.67619375
1738694419.6072328,0.49697062590762914,-11.817780284543744,100.21745959796453,85.59212780498709,1.67715625
1738694419.7074456,0.49697062590762914,-11.762210819430408,99.57785193817338,91.49556465428635,1.6848562499999997
1738694419.8076613,0.5111698030786844,-12.169720440845566,99.24792438725513,94.37559078576119,1.6891874999999996
1738694419.9078834,0.369178182704791,-12.040058302935108,98.91933224918316,97.13808953286134,1.6817281249999996
