162, 64, 1
205, 27, 1
262, 5, 1
346, 0, 1
411, 12, 1
477, 38, 1
544, 79, 1
582, 119, 1
594, 155, 1
570, 246, 1
593, 357, 1
583, 397, 1
544, 439, 1
467, 485, 1
434, 497, 1
418, 468, 1
418, 467, 1
361, 425, 1
293, 416, 1
240, 435, 1
191, 479, 1
150, 433, 1
134, 376, 1
159, 256, 1
137, 129, 1
162, 64, 0
143, 244, 1
66, 262, 1
24, 299, 1
0, 357, 1
33, 361, 1
79, 345, 1
114, 318, 1
135, 287, 1
135, 286, 1
143, 244, 0
